student_id,name,branch,current_semester,section,avg_score,attendance_rate,marks_std_dev,total_absences,subject_count,consistency_score,improvement_rate
MECH20230283,Xavier Muni,MECH,1,C,63.95,89.71,10.48,9,5,89.52,3.24
ECE20210284,Aachal Nori,ECE,6,C,61.42,94.21,19.39,5,6,80.61,3.69
CIVIL20210285,Kala Garg,CIVIL,6,C,48.92,43.14,10.56,51,6,89.44,4.38
IT20220286,Widisha Verma,IT,4,B,94.48,99.92,4.91,0,5,95.09,-3.06
CIVIL20220287,Azaan Mandal,CIVIL,3,A,80.31,89.77,4.43,9,6,95.57,-4.9
MECH20220288,Geetika Sagar,MECH,3,B,52.02,85.84,6.25,12,6,93.75,-3.02
CIVIL20230289,Naksh Bhakta,CIVIL,2,B,26.07,43.47,5.59,50,5,94.41,-3.2
ECE20210290,Dhruv Zachariah,ECE,5,B,72.2,66.0,14.01,30,5,85.99,-4.81
ECE20220291,Hemani Minhas,ECE,4,B,95.5,94.61,5.52,4,5,94.48,0.98
ECE20230292,Turvi Varughese,ECE,1,A,75.36,98.77,6.87,1,6,93.13,1.22
MECH20200293,Kamala Choudhary,MECH,8,B,22.98,35.31,24.83,58,6,75.17,3.16
CSE20230294,Hamsini Johal,CSE,2,B,84.36,84.59,20.71,13,6,79.29,-3.79
ECE20230295,Gayathri Keer,ECE,2,C,68.19,96.06,23.92,3,5,76.08,-4.5
MECH20210296,Rishi Nadig,MECH,5,B,35.0,58.91,9.02,36,6,90.98,-2.42
ECE20220297,Wazir Varma,ECE,4,C,86.31,35.28,21.43,58,5,78.57,-1.74
CIVIL20230298,Logan Deep,CIVIL,2,A,73.93,75.53,5.31,22,6,94.69,-1.05
CIVIL20220299,Eshana Dugar,CIVIL,3,C,35.26,40.91,14.78,53,6,85.22,-3.81
MECH20210300,Vincent Prabhu,MECH,6,A,85.31,43.13,12.04,51,6,87.96,-2.76
ECE20220301,Aarna Lalla,ECE,3,B,78.42,97.87,7.42,1,6,92.58,0.61
IT20220302,Warda Agate,IT,4,A,58.02,82.83,10.15,15,5,89.85,3.09
CSE20210303,Raagini Bhattacharyya,CSE,6,A,56.71,88.39,8.58,10,6,91.42,-1.57
CSE20230304,Balveer Mahal,CSE,2,A,52.88,66.24,13.12,30,6,86.88,3.42
IT20210305,Naksh Narain,IT,5,C,52.26,78.54,6.38,19,5,93.62,4.73
CSE20200306,Sai Kurian,CSE,7,A,61.78,37.66,14.12,56,5,85.88,-0.89
CSE20210307,Yash Pal,CSE,5,A,45.82,58.13,9.96,37,5,90.04,0.84
ECE20210308,Sarthak Wagle,ECE,5,B,83.4,88.5,7.29,10,5,92.71,1.06
CSE20200309,Chavvi Tripathi,CSE,8,A,93.47,92.98,3.74,6,6,96.26,-2.1
CSE20220310,Triveni Buch,CSE,3,C,58.56,67.93,11.29,28,6,88.71,3.18
MECH20200311,Charita Kapoor,MECH,8,A,55.1,64.96,12.61,31,5,87.39,-2.56
CIVIL20220312,Sarthak Dass,CIVIL,3,C,58.2,68.41,12.97,28,6,87.03,2.57
CSE20220313,Xavier Mani,CSE,4,B,77.19,91.21,4.82,7,6,95.18,-0.24
CIVIL20220314,Jason Ravi,CIVIL,3,C,30.24,33.23,10.87,60,6,89.13,4.58
ECE20220315,Widisha Aggarwal,ECE,4,C,70.96,84.11,14.89,14,5,85.11,-0.44
CIVIL20220316,Avni Naidu,CIVIL,4,B,49.0,44.07,15.52,50,6,84.48,2.81
CIVIL20210317,Indali Lall,CIVIL,6,C,56.65,76.33,13.61,21,6,86.39,-0.91
IT20210318,Ekavir Keer,IT,6,A,64.46,73.78,9.24,23,5,90.76,-3.08
ECE20220319,Gavin Kunda,ECE,4,A,59.48,66.13,9.1,30,6,90.9,2.69
IT20200320,Harini Dhar,IT,7,B,36.02,52.36,11.94,42,5,88.06,1.29
MECH20230321,Mitali Dhar,MECH,1,A,95.99,89.15,5.13,9,5,94.87,-0.64
MECH20210322,Yashawini Grover,MECH,6,B,67.35,70.66,14.73,26,5,85.27,-4.17
CIVIL20200323,Vidhi Kata,CIVIL,8,C,82.82,87.73,7.41,11,6,92.59,-4.53
MECH20230324,Chandresh Minhas,MECH,2,C,50.81,84.42,12.47,14,6,87.53,3.39
CIVIL20220325,Logan Datta,CIVIL,3,C,32.74,61.97,15.26,34,5,84.74,3.07
IT20200326,Bimala Roy,IT,8,B,79.3,87.19,7.69,11,6,92.31,-4.13
ECE20230327,Kamala Vala,ECE,1,B,22.12,68.55,15.85,28,5,84.15,-1.88
ECE20210328,Adweta Jha,ECE,5,C,51.28,85.7,12.96,12,6,87.04,3.76
CIVIL20230329,Urvi Bal,CIVIL,2,B,68.41,75.23,5.99,22,6,94.01,1.53
IT20200330,Sudiksha Mangat,IT,7,B,60.14,83.83,7.92,14,5,92.08,2.9
MECH20210331,Sanaya Grover,MECH,5,A,49.24,33.15,8.95,60,5,91.05,4.03
ECE20220332,Mugdha Chatterjee,ECE,3,A,42.61,53.29,14.0,42,5,86.0,-3.42
ECE20200333,Warhi Panchal,ECE,7,B,54.96,66.08,6.27,30,6,93.73,-4.15
CSE20210334,Indali Sawhney,CSE,5,C,54.85,69.18,6.42,27,5,93.58,-3.86
CIVIL20220335,Chaitaly Bansal,CIVIL,4,A,76.43,90.66,7.82,8,6,92.18,-1.59
CIVIL20230336,Brinda Kala,CIVIL,1,C,61.33,68.66,7.17,28,6,92.83,-3.08
ECE20230337,Jeet Tank,ECE,2,A,55.36,87.85,10.74,10,6,89.26,-3.26
IT20200338,Lipika Choudhry,IT,8,A,85.99,98.18,6.29,1,5,93.71,-0.06
IT20200339,Riya Karnik,IT,7,A,62.0,64.75,8.46,31,6,91.54,-1.99
IT20220340,Nakul Chaudhary,IT,4,C,81.35,86.75,7.87,11,6,92.13,-4.92
CIVIL20220341,Yauvani Yohannan,CIVIL,3,C,97.9,85.26,3.94,13,6,96.06,-1.28
MECH20220342,Nihal Bhasin,MECH,4,C,49.23,49.36,11.85,45,5,88.15,4.65
MECH20220343,Wahab Choudhary,MECH,3,A,59.9,82.75,9.37,15,5,90.63,3.05
IT20220344,Advay Chaudhari,IT,3,A,90.24,97.33,3.74,2,5,96.26,-0.76
IT20230345,Sanaya Bassi,IT,2,C,65.09,63.1,11.96,33,6,88.04,4.39
CSE20210346,Sudiksha Tak,CSE,6,A,92.9,85.41,3.4,13,6,96.6,1.79
IT20230347,Owen Choudhary,IT,1,B,89.11,91.94,2.7,7,6,97.3,-3.06
IT20200348,Bhavna Raj,IT,8,C,66.2,75.18,12.98,22,6,87.02,2.13
IT20200349,Gautami Kala,IT,8,B,91.54,89.86,7.55,9,6,92.45,-1.39
IT20200350,Gaurika Pant,IT,7,B,51.23,77.6,10.5,20,5,89.5,4.19
MECH20200351,Upma Tak,MECH,7,B,60.0,87.24,8.88,11,5,91.12,-4.88
ECE20210352,Laksh Tandon,ECE,5,A,44.89,66.35,23.91,30,5,76.09,-1.06
ECE20200353,Patrick Khalsa,ECE,8,A,25.12,47.39,11.45,47,6,88.55,-4.26
MECH20230354,Pranav Tiwari,MECH,1,A,29.71,56.3,7.17,39,5,92.83,0.62
IT20200355,Luke Sawhney,IT,7,B,92.66,91.35,3.23,7,5,96.77,-3.48
ECE20210356,Devansh Chandra,ECE,6,A,51.79,64.35,9.16,32,6,90.84,1.38
CIVIL20230357,Ishita Sule,CIVIL,2,C,62.0,59.31,8.54,36,6,91.46,4.21
CSE20210358,Falan Ghose,CSE,6,A,48.13,38.42,14.23,55,5,85.77,0.9
IT20200359,Ekanta Oommen,IT,8,C,55.17,66.63,8.58,30,5,91.42,1.79
MECH20230360,Indali Sachdeva,MECH,2,A,67.47,65.05,8.08,31,5,91.92,1.0
MECH20200361,Widisha Kari,MECH,8,A,26.32,52.78,16.28,42,5,83.72,2.34
ECE20200362,Tejas Prabhu,ECE,7,B,26.82,54.27,12.18,41,6,87.82,1.09
ECE20210363,Yuvraj Tara,ECE,6,A,29.19,51.85,9.04,43,5,90.96,2.65
IT20210364,Jeremiah Nagarajan,IT,6,C,54.43,61.54,10.38,34,6,89.62,-2.18
MECH20210365,Udarsh Bhatt,MECH,5,A,87.96,88.84,7.79,10,5,92.21,3.7
CIVIL20230366,Unnati Bava,CIVIL,2,A,54.61,34.78,13.57,58,5,86.43,5.0
CIVIL20200367,Zayyan Bawa,CIVIL,7,C,38.55,48.04,6.61,46,5,93.39,0.26
IT20200368,Upadhriti Minhas,IT,8,C,74.67,73.45,8.82,23,5,91.18,1.41
IT20200369,Madhav Gola,IT,8,C,61.39,67.16,5.59,29,6,94.41,-3.81
IT20220370,Raksha Dua,IT,3,B,64.88,69.93,12.01,27,5,87.99,-0.51
ECE20200371,Ganga Sur,ECE,8,B,60.99,72.15,7.15,25,5,92.85,1.69
CSE20200372,Bakhshi Hans,CSE,7,B,76.05,98.63,7.84,1,5,92.16,0.26
MECH20200373,Amruta Kata,MECH,8,A,53.48,77.75,6.2,20,5,93.8,2.13
CSE20200374,Michael Wali,CSE,8,B,63.88,83.15,8.86,15,5,91.14,-3.81
ECE20200375,Dakshesh Kumar,ECE,7,C,40.68,60.29,8.99,35,5,91.01,-3.6
CIVIL20210376,Darpan Bhagat,CIVIL,5,B,41.41,42.74,6.37,51,6,93.63,-1.15
CIVIL20200377,Aarav Nair,CIVIL,7,B,31.08,75.07,18.13,22,5,81.87,-3.76
CIVIL20230378,Prisha Cherian,CIVIL,1,B,27.82,43.01,8.6,51,6,91.4,3.05
MECH20200379,Advik Chaudhuri,MECH,7,B,67.03,72.68,6.1,24,5,93.9,0.51
ECE20220380,Aachal Gara,ECE,3,C,78.76,85.69,6.71,12,5,93.29,-3.18
CIVIL20200381,Lipika Char,CIVIL,7,B,60.15,88.65,14.08,10,5,85.92,1.19
IT20220382,Raghav Parekh,IT,3,A,81.51,94.05,5.53,5,6,94.47,2.13
CSE20220383,Zehaan Sekhon,CSE,3,C,61.56,51.42,10.16,43,5,89.84,2.73
CSE20210384,Abhiram Dutta,CSE,6,B,87.69,90.49,4.2,8,6,95.8,-0.02
IT20210385,Vrinda Parmar,IT,6,C,78.5,88.62,3.58,10,5,96.42,0.91
MECH20220386,Yochana Wagle,MECH,3,B,50.24,72.99,11.99,24,6,88.01,4.62
IT20230387,Omisha Halder,IT,1,A,90.86,93.66,5.82,5,5,94.18,1.64
CSE20210388,Praneel Venkataraman,CSE,5,C,83.39,87.13,4.11,11,6,95.89,-0.91
MECH20210389,Tara Mitra,MECH,5,B,72.84,68.77,11.61,28,5,88.39,-2.66
MECH20200390,Reva Desai,MECH,8,B,47.38,53.45,13.79,41,5,86.21,3.88
ECE20220391,Jhalak Sarkar,ECE,4,C,42.04,56.85,6.61,38,6,93.39,-2.98
MECH20220392,Anita Dube,MECH,4,A,90.18,87.43,6.93,11,6,93.07,-3.97
IT20200393,Umang Pradhan,IT,8,C,43.71,54.86,10.57,40,5,89.43,0.74
MECH20200394,Ekaja Suri,MECH,8,A,51.96,62.9,9.76,33,5,90.24,2.22
ECE20220395,Varenya Parekh,ECE,4,A,24.55,36.06,10.53,57,5,89.47,-3.2
CIVIL20220396,Pranit Gopal,CIVIL,3,B,62.99,74.19,7.85,23,6,92.15,-3.24
CIVIL20230397,Bhavini Grover,CIVIL,2,B,56.45,69.22,5.95,27,6,94.05,2.52
ECE20200398,Veda Shanker,ECE,7,B,50.94,78.74,11.43,19,5,88.57,4.95
CSE20230399,Vivaan Sule,CSE,1,B,80.51,97.14,2.97,2,5,97.03,2.76
CSE20220400,Saanvi Hegde,CSE,4,A,39.37,60.54,5.75,35,6,94.25,-2.9
IT20200401,Ronith Rajagopal,IT,8,C,92.91,89.62,6.43,9,5,93.57,0.46
CSE20220402,Maanav Prabhakar,CSE,4,A,43.79,53.04,11.11,42,5,88.89,1.43
ECE20220403,Arin Agate,ECE,4,B,52.53,65.61,13.94,30,6,86.06,-0.93
CIVIL20220404,Ati Kannan,CIVIL,3,C,76.92,85.49,6.97,13,6,93.03,-1.42
MECH20220405,Harini Menon,MECH,4,B,38.13,35.58,10.32,57,5,89.68,1.53
IT20210406,Aarini Prabhu,IT,5,B,92.3,98.13,5.66,1,6,94.34,-1.5
CIVIL20230407,Samesh Dugar,CIVIL,1,A,58.96,70.38,5.77,26,6,94.23,-1.21
ECE20230408,Nidra Kala,ECE,1,A,34.93,45.55,17.88,49,6,82.12,1.08
MECH20200409,Krishna Sidhu,MECH,8,C,47.24,37.29,8.01,56,6,91.99,2.58
CSE20220410,Lakshit Mani,CSE,3,B,59.92,32.59,18.92,60,6,81.08,0.45
ECE20230411,Hema Gokhale,ECE,2,A,95.69,97.14,7.0,2,6,93.0,-0.84
ECE20230412,Anjali Mukherjee,ECE,1,A,59.98,76.27,14.43,21,5,85.57,-2.65
IT20210413,Vyanjana Dyal,IT,5,A,32.04,67.39,4.09,29,6,95.91,-1.57
CIVIL20220414,Ekaja Hegde,CIVIL,3,A,72.06,88.07,6.51,10,5,93.49,3.94
CSE20210415,Avi Uppal,CSE,6,C,78.46,92.32,7.96,6,6,92.04,-2.12
ECE20220416,Jeet Narasimhan,ECE,3,A,37.47,58.69,6.44,37,5,93.56,-3.7
CSE20220417,Devansh Gokhale,CSE,3,B,59.01,86.25,12.04,12,5,87.96,5.0
MECH20230418,Balvan Pillai,MECH,2,B,67.46,81.99,6.01,16,5,93.99,-3.47
IT20210419,Ekani Dora,IT,5,C,83.79,95.91,6.86,3,6,93.14,2.27
CIVIL20230420,Onveer Wable,CIVIL,2,B,68.39,69.17,11.8,27,6,88.2,2.21
IT20210421,Warjas Singh,IT,5,C,69.16,88.91,8.27,9,5,91.73,-3.04
CIVIL20200422,Warda Chowdhury,CIVIL,7,A,53.14,77.77,7.25,20,5,92.75,2.38
ECE20230423,Gautami Parmer,ECE,1,B,90.94,91.66,5.11,7,6,94.89,2.09
CSE20230424,Udant Mangal,CSE,1,B,72.98,75.16,8.95,22,6,91.05,0.79
CSE20210425,Oeshi Dara,CSE,5,B,52.14,61.46,12.19,34,5,87.81,0.31
CIVIL20220426,Vrinda Date,CIVIL,4,A,73.06,81.1,5.77,17,5,94.23,-2.03
CIVIL20210427,Saumya Soman,CIVIL,6,B,65.6,62.84,11.64,33,5,88.36,0.76
CSE20200428,Onveer Kadakia,CSE,7,B,47.7,30.74,16.37,62,6,83.63,-2.43
ECE20200429,Gaurav Kalla,ECE,8,B,24.58,49.85,19.07,45,5,80.93,-1.55
CSE20220430,Naveen Panchal,CSE,3,B,87.74,43.38,17.6,50,5,82.4,1.33
CIVIL20210431,Elijah Sandal,CIVIL,5,B,72.54,65.49,13.87,31,6,86.13,-3.31
CSE20210432,Hritik Kar,CSE,5,C,67.62,62.67,10.44,33,5,89.56,-4.97
IT20200433,Veda Chaudhari,IT,8,C,88.69,89.3,6.77,9,5,93.23,-3.19
IT20210434,Advika Agarwal,IT,5,C,20.26,54.84,10.91,40,5,89.09,3.85
CSE20210435,Krisha Ahuja,CSE,6,B,49.99,59.5,11.15,36,5,88.85,-1.64
ECE20200436,Teerth Yadav,ECE,8,C,44.78,64.14,16.7,32,6,83.3,4.7
ECE20200437,Dhriti Singh,ECE,7,B,74.37,60.0,6.91,36,5,93.09,4.65
ECE20220438,Hemani Dugar,ECE,4,C,76.59,89.52,5.56,9,6,94.44,-1.87
CSE20220439,Upma Mann,CSE,3,A,55.93,84.54,9.34,13,6,90.66,1.32
CSE20200440,Rayaan Buch,CSE,8,A,59.83,73.15,11.68,24,6,88.32,2.88
CIVIL20220441,Advaith Chandran,CIVIL,3,B,37.3,38.3,7.79,55,6,92.21,-4.26
CSE20230442,Anjali Bal,CSE,1,C,70.58,72.16,6.15,25,5,93.85,0.14
CSE20210443,Chandresh Nagarajan,CSE,6,A,59.25,67.98,8.0,28,6,92.0,1.81
IT20210444,Jack Nanda,IT,6,A,54.09,71.49,7.01,25,5,92.99,4.15
CIVIL20200445,Indrajit Chokshi,CIVIL,7,A,89.15,99.68,2.37,0,6,97.63,1.17
MECH20220446,Wishi Jain,MECH,4,C,54.54,71.55,8.48,25,5,91.52,-4.74
ECE20220447,Dev Raval,ECE,3,B,74.67,69.38,12.27,27,5,87.73,-3.19
ECE20230448,Saumya Dugar,ECE,2,C,74.31,72.87,7.31,24,5,92.69,2.28
IT20230449,Anay Tara,IT,1,A,93.39,94.61,5.89,4,6,94.11,-1.9
IT20210450,Elijah Chand,IT,5,C,24.91,55.91,17.78,39,6,82.22,4.04
ECE20220451,Caleb Kadakia,ECE,4,C,54.09,88.35,10.09,10,5,89.91,-0.58
IT20230452,Zarna Setty,IT,1,A,68.56,69.05,5.32,27,5,94.68,-1.3
CIVIL20230453,Aryan Tripathi,CIVIL,2,B,92.36,85.99,7.52,12,5,92.48,4.78
ECE20200454,Ayushman Johal,ECE,7,B,51.41,61.62,13.33,34,5,86.67,-4.84
CSE20230455,Advaith Sathe,CSE,1,A,52.67,83.89,8.31,14,5,91.69,1.5
CSE20210456,Praneel Kamdar,CSE,6,A,56.64,63.47,11.92,32,6,88.08,1.66
IT20220457,Radhika Pillay,IT,3,C,64.73,65.85,10.18,30,6,89.82,0.32
IT20230458,Barkha Dugar,IT,1,B,43.42,56.69,6.63,38,5,93.37,-2.89
CSE20230459,Hemal Shetty,CSE,2,A,58.24,76.3,9.75,21,5,90.25,2.09
CSE20210460,Dayamai Boase,CSE,6,C,50.58,62.91,6.59,33,5,93.41,-2.36
ECE20230461,Sarthak Kade,ECE,1,C,73.47,77.01,5.14,20,6,94.86,2.15
CIVIL20200462,Kevin Roy,CIVIL,7,B,21.7,59.36,12.92,36,5,87.08,4.65
CIVIL20230463,Amaira Mander,CIVIL,1,B,29.91,50.02,5.04,44,5,94.96,2.25
CSE20210464,Mohini Nath,CSE,5,A,26.85,41.83,10.51,52,6,89.49,3.41
CSE20220465,Nilima Tella,CSE,3,B,23.92,36.35,6.05,57,5,93.95,2.5
MECH20200466,Devika Tandon,MECH,8,C,85.14,91.18,7.2,7,6,92.8,0.52
IT20200467,Jack Bawa,IT,7,B,50.4,69.36,13.97,27,6,86.03,2.14
IT20210468,Vincent Bassi,IT,5,A,72.13,88.35,10.6,10,5,89.4,3.89
ECE20230469,Rehaan Narula,ECE,1,A,34.63,43.53,12.65,50,5,87.35,4.67
CIVIL20210470,Baljiwan Babu,CIVIL,5,B,37.35,64.35,13.32,32,5,86.68,3.54
CSE20200471,Yasti Bala,CSE,7,A,45.65,37.83,9.36,55,6,90.64,4.64
IT20220472,Ekantika Agrawal,IT,3,A,81.71,91.2,6.53,7,5,93.47,-0.13
CIVIL20230473,Samaksh Taneja,CIVIL,1,B,89.36,91.35,6.29,7,6,93.71,3.0
ECE20200474,Samesh Shroff,ECE,7,C,96.7,99.47,5.75,0,6,94.25,1.49
MECH20220475,Nakul Majumdar,MECH,4,B,91.53,61.76,23.35,34,5,76.65,3.24
CSE20210476,Shivani Taneja,CSE,5,B,58.53,71.76,13.26,25,6,86.74,2.36
CSE20210477,Chakradhar Iyengar,CSE,6,A,82.16,88.9,5.42,9,6,94.58,-1.9
IT20210478,Nikita Yadav,IT,5,A,76.43,85.89,3.74,12,5,96.26,-1.52
CIVIL20210479,Indrajit Jain,CIVIL,5,A,52.17,67.93,11.62,28,5,88.38,-2.99
IT20230480,Urvashi Som,IT,1,B,59.72,80.71,14.99,17,6,85.01,-4.52
MECH20220481,Samar Kanda,MECH,4,B,66.83,74.29,13.07,23,5,86.93,-4.25
IT20200482,Edhitha Upadhyay,IT,8,B,40.45,39.05,5.21,54,5,94.79,-1.47
ECE20200483,Chaitanya Chahal,ECE,8,C,75.97,97.7,5.39,2,5,94.61,-0.59
IT20200484,Adya Sundaram,IT,8,B,44.37,63.04,14.62,33,5,85.38,3.91
MECH20200485,Ojas Nazareth,MECH,8,C,55.37,66.68,5.79,29,5,94.21,-0.82
CIVIL20210486,Ekavir Swamy,CIVIL,5,A,31.81,71.04,21.34,26,6,78.66,-0.07
CIVIL20230487,Faraj Mahajan,CIVIL,1,A,53.06,60.21,6.39,35,5,93.61,3.21
MECH20200488,Anusha Samra,MECH,7,B,97.52,98.68,2.69,1,5,97.31,1.34
CIVIL20230489,Reva Tak,CIVIL,1,A,46.93,95.75,19.38,3,5,80.62,-3.55
CSE20230490,Lakshit Pillai,CSE,1,A,92.96,85.87,6.11,12,5,93.89,-3.0
CIVIL20220491,William Lanka,CIVIL,3,A,57.75,84.26,11.32,14,5,88.68,-3.18
CSE20230492,Ranveer Bala,CSE,2,A,96.9,90.22,3.31,8,5,96.69,1.71
CSE20230493,Warjas Dewan,CSE,1,B,67.15,62.51,13.96,33,6,86.04,4.18
IT20200494,Utkarsh Muni,IT,8,B,76.45,78.4,15.71,19,5,84.29,2.62
CIVIL20230495,Udarsh Chana,CIVIL,1,B,87.35,99.39,4.83,0,6,95.17,-1.49
IT20200496,Abeer Sethi,IT,7,A,42.21,47.24,18.69,47,6,81.31,-1.55
CIVIL20230497,Amruta Gupta,CIVIL,1,A,67.47,87.6,11.42,11,5,88.58,-3.97
IT20220498,Dhriti Mane,IT,3,B,47.5,42.02,8.17,52,5,91.83,-2.14
MECH20200499,Sathvik Nair,MECH,8,A,62.0,81.18,12.0,16,6,88.0,2.0
ECE20230500,Qasim Srivastava,ECE,2,C,73.78,82.07,8.33,16,6,91.67,4.6
CIVIL20200501,Arya Minhas,CIVIL,8,A,25.11,31.1,16.44,62,6,83.56,0.83
ECE20220502,Jeremiah Narasimhan,ECE,3,C,22.13,57.19,9.06,38,6,90.94,2.66
CIVIL20220503,Arin Kurian,CIVIL,4,B,60.4,61.19,6.48,34,5,93.52,-1.09
ECE20220504,Chatura Wali,ECE,3,B,69.75,61.87,7.93,34,6,92.07,-1.49
ECE20220505,Wridesh Basak,ECE,3,C,45.21,49.01,15.6,45,5,84.4,-2.52
CIVIL20220506,Xavier Bawa,CIVIL,3,A,54.35,85.51,12.45,13,5,87.55,-3.45
MECH20220507,Shivani Edwin,MECH,3,A,32.07,63.52,13.92,32,6,86.08,3.17
CSE20230508,Turvi Natt,CSE,1,C,48.45,42.5,10.59,51,5,89.41,1.12
IT20200509,Aarnav Pandey,IT,8,A,96.58,99.0,3.59,0,6,96.41,-4.56
CIVIL20210510,Mason Badami,CIVIL,6,B,68.06,61.19,12.9,34,6,87.1,1.17
ECE20200511,Sneha Vaidya,ECE,8,A,29.99,80.29,15.77,17,5,84.23,-3.25
MECH20200512,Qushi Contractor,MECH,8,A,65.74,67.3,13.31,29,5,86.69,1.29
CIVIL20210513,Omya Toor,CIVIL,6,B,39.48,47.42,8.04,47,6,91.96,4.93
CSE20200514,Tanish Verma,CSE,7,B,74.37,70.45,6.34,26,5,93.66,3.54
MECH20220515,Pranav Gandhi,MECH,3,B,70.41,81.48,5.83,16,5,94.17,-3.18
CSE20230516,Vincent Edwin,CSE,1,A,20.48,45.69,17.89,48,6,82.11,-2.81
CSE20230517,Gaurika Kapadia,CSE,2,A,67.3,65.31,9.53,31,6,90.47,-1.29
IT20230518,Yamini Chopra,IT,2,A,71.35,68.62,5.39,28,5,94.61,-2.52
CIVIL20220519,Aarav Gaba,CIVIL,4,B,59.08,62.87,11.84,33,6,88.16,4.97
CSE20220520,Advik Mitter,CSE,4,B,74.53,74.0,8.54,23,5,91.46,-2.52
CIVIL20200521,Mahika Vig,CIVIL,7,B,77.03,87.08,5.27,11,6,94.73,-3.41
CSE20210522,Wyatt Chandran,CSE,6,C,20.72,53.69,16.97,41,6,83.03,3.49
CIVIL20210523,Bishakha Sengupta,CIVIL,5,B,24.52,59.12,6.48,36,5,93.52,-1.52
MECH20220524,Chaman Mangal,MECH,3,B,93.42,92.56,7.22,6,5,92.78,-4.89
MECH20220525,Reva Gupta,MECH,3,C,66.63,67.56,10.44,29,6,89.56,4.33
MECH20210526,Saumya Gokhale,MECH,6,B,49.34,40.73,8.57,53,6,91.43,0.08
CIVIL20210527,Mitesh Sandal,CIVIL,6,B,32.71,96.99,5.58,2,5,94.42,-4.86
CSE20220528,Oliver Kaur,CSE,4,A,53.85,81.07,10.54,17,5,89.46,-4.53
IT20220529,Dev Nazareth,IT,4,B,58.18,86.5,14.87,12,6,85.13,2.8
IT20220530,Ucchal Johal,IT,3,B,78.98,86.64,5.41,12,5,94.59,-2.58
IT20200531,Bhavini Sridhar,IT,7,C,71.06,81.89,5.84,16,5,94.16,-1.63
CIVIL20210532,Ayushman Sethi,CIVIL,6,C,89.09,80.4,4.64,17,5,95.36,3.11
IT20210533,Simon Rastogi,IT,5,C,41.48,49.5,19.64,45,5,80.36,-2.63
IT20200534,Samar Wadhwa,IT,7,B,66.54,89.08,11.74,9,6,88.26,4.8
IT20210535,Yamini Atwal,IT,5,A,68.88,69.65,7.07,27,6,92.93,0.56
CIVIL20220536,Vedhika Soni,CIVIL,3,A,67.93,84.81,13.04,13,6,86.96,-0.76
ECE20210537,Chaitaly Koshy,ECE,6,B,82.51,98.2,3.08,1,6,96.92,1.23
CIVIL20200538,Omaja Kanda,CIVIL,8,B,45.18,30.47,14.53,62,6,85.47,2.68
IT20210539,Kala Badal,IT,6,B,44.75,41.51,11.91,52,5,88.09,0.43
CIVIL20200540,Bachittar Madan,CIVIL,8,C,59.63,82.62,9.07,15,5,90.93,1.1
MECH20210541,Ikbal Kara,MECH,5,B,55.17,86.22,8.06,12,6,91.94,-2.44
IT20220542,Wyatt Contractor,IT,3,B,67.83,64.52,14.42,31,5,85.58,3.52
IT20230543,Rushil Patla,IT,1,C,71.75,32.0,24.27,61,6,75.73,3.73
CIVIL20220544,Qasim Divan,CIVIL,4,A,71.39,76.1,8.38,21,5,91.62,-1.06
IT20230545,Devika Kohli,IT,2,B,53.86,69.66,5.1,27,5,94.9,-3.9
ECE20220546,Laksh Barad,ECE,3,B,35.1,47.39,17.48,47,6,82.52,-1.32
MECH20230547,Sai Soni,MECH,2,C,50.68,72.78,6.86,24,6,93.14,3.92
CIVIL20220548,Janya Chaudhari,CIVIL,4,C,54.54,77.46,14.9,20,5,85.1,-0.6
CSE20230549,Yochana Rao,CSE,1,A,65.73,64.92,10.28,31,5,89.72,3.21
MECH20210550,Vedika Bakshi,MECH,6,C,61.25,88.2,14.34,10,5,85.66,0.86
MECH20200551,Indali Bali,MECH,8,B,41.89,44.82,11.8,49,6,88.2,-4.46
MECH20220552,Ayaan Virk,MECH,3,B,74.19,75.9,14.03,21,5,85.97,3.89
CSE20230553,Yashawini Chauhan,CSE,2,B,60.64,61.0,11.3,35,5,88.7,-2.46
ECE20220554,Krisha Vohra,ECE,4,B,26.56,64.41,8.79,32,6,91.21,3.88
CSE20200555,Ikshita Misra,CSE,8,C,77.83,96.67,5.09,2,5,94.91,-4.52
CSE20200556,Avi Ganesan,CSE,7,C,78.98,94.4,3.28,5,6,96.72,0.29
MECH20230557,Falak Srinivas,MECH,2,B,30.94,91.78,23.86,7,5,76.14,4.74
CSE20210558,Ria Kumar,CSE,5,B,52.77,84.46,5.21,13,6,94.79,0.71
IT20220559,Aarini Verma,IT,3,A,90.28,51.22,11.03,43,5,88.97,-3.09
CIVIL20230560,Fiyaz Palla,CIVIL,1,A,71.84,63.16,14.82,33,6,85.18,2.09
MECH20200561,Chasmum Khosla,MECH,8,A,61.64,87.34,5.66,11,6,94.34,1.28
ECE20230562,Charvi Dayal,ECE,2,C,66.27,88.48,7.21,10,6,92.79,-2.49
CIVIL20200563,Azad Sarna,CIVIL,7,A,86.81,86.82,7.14,11,5,92.86,0.16
IT20200564,Ubika Warrior,IT,7,C,35.61,58.54,8.76,37,6,91.24,1.17
MECH20220565,Edhitha Tak,MECH,4,B,32.48,54.48,9.0,40,6,91.0,-1.0
MECH20230566,Leela Gola,MECH,1,C,68.61,66.43,14.2,30,5,85.8,-2.49
